,01_95stain1-120716_S1_merged_R1.fastq.gz.fq.gzAligned.sortedByCoord.out.down_sampled
ENSG00000100216.5,69
ENSG00000100219.16,171
ENSG00000100220.11,36
ENSG00000100221.10,24
ENSG00000100225.17,76
ENSG00000100227.17,7
ENSG00000100241.20,1
ENSG00000100242.15,2
ENSG00000100243.20,52
ENSG00000100258.17,26
ENSG00000100263.13,1
ENSG00000100280.16,16
ENSG00000100281.13,28
ENSG00000100294.12,18
ENSG00000100296.13,42
ENSG00000100297.15,52
ENSG00000100300.17,155
ENSG00000100316.15,1775
ENSG00000100325.14,10
ENSG00000100336.17,16
ENSG00000100345.20,71
ENSG00000100347.14,61
ENSG00000100348.9,101
ENSG00000100351.16,8
ENSG00000100353.17,111
ENSG00000100354.20,18
ENSG00000100359.20,26
ENSG00000100372.14,62
ENSG00000100373.9,27
ENSG00000100380.12,211
ENSG00000100387.8,615
ENSG00000100401.19,20
ENSG00000100410.7,32
ENSG00000100413.16,10
ENSG00000100416.12,2
ENSG00000100418.7,8
ENSG00000100422.13,12
ENSG00000100426.6,13
ENSG00000100429.17,14
ENSG00000100439.10,12
ENSG00000100442.10,332
ENSG00000100461.17,2
ENSG00000100462.15,1
ENSG00000100473.15,29
ENSG00000100478.14,33
ENSG00000100479.12,44
ENSG00000100504.16,32
ENSG00000100519.11,57
ENSG00000100522.8,11
ENSG00000100526.19,41
ENSG00000100528.11,185
ENSG00000100532.11,24
ENSG00000100554.11,69
ENSG00000100567.12,260
ENSG00000100568.10,11
ENSG00000100575.13,122
ENSG00000100578.14,14
ENSG00000100591.7,126
ENSG00000100603.13,1
ENSG00000100612.13,28
ENSG00000100614.17,1
ENSG00000100632.10,378
ENSG00000100644.16,13
ENSG00000100650.15,187
ENSG00000100664.10,541
ENSG00000100697.14,2
ENSG00000100711.13,17
ENSG00000100714.15,143
ENSG00000100722.18,15
ENSG00000100744.14,61
ENSG00000100749.7,169
ENSG00000100764.13,1
ENSG00000100796.17,5
ENSG00000100804.18,233
ENSG00000100811.10,25
ENSG00000100813.14,14
ENSG00000100814.17,161
ENSG00000100815.12,2
ENSG00000100823.11,228
ENSG00000100852.12,22
ENSG00000100865.14,54
ENSG00000100883.11,10
ENSG00000100889.11,177
ENSG00000100897.17,45
ENSG00000100906.10,17
ENSG00000100908.13,24
ENSG00000100911.13,107
ENSG00000100938.17,61
ENSG00000100941.8,39
ENSG00000100949.14,11
ENSG00000100979.14,41
ENSG00000100982.11,21
ENSG00000100983.9,30
ENSG00000100991.11,16
ENSG00000100997.18,14
ENSG00000101000.4,19
ENSG00000101003.9,25
ENSG00000101017.13,33
ENSG00000101019.21,18
ENSG00000101040.19,114
ENSG00000101052.12,51
ENSG00000101057.15,131
ENSG00000101079.20,41
ENSG00000101104.12,24
ENSG00000101109.11,54
ENSG00000101115.12,1
ENSG00000101126.15,27
ENSG00000101132.9,225
ENSG00000101138.11,1
ENSG00000101146.12,41
ENSG00000101150.17,65
ENSG00000101158.12,1
ENSG00000101161.7,90
ENSG00000101166.15,41
ENSG00000101182.14,961
ENSG00000101189.6,50
ENSG00000101190.12,36
ENSG00000101191.16,29
ENSG00000101193.7,11
ENSG00000101197.12,17
ENSG00000101210.10,11
ENSG00000101220.17,7
ENSG00000101224.17,1
ENSG00000101236.16,79
ENSG00000101246.19,28
ENSG00000101247.17,1
ENSG00000101255.10,479
ENSG00000101266.16,15
ENSG00000101290.13,24
ENSG00000101294.16,116
ENSG00000101310.14,123
ENSG00000101336.12,19
ENSG00000101337.15,41
ENSG00000101343.14,59
ENSG00000101350.7,1
ENSG00000101361.14,176
ENSG00000101363.12,25
ENSG00000101365.20,47
ENSG00000101367.8,176
ENSG00000101391.20,38
ENSG00000101400.5,4
ENSG00000101407.12,3
ENSG00000101412.12,13
ENSG00000101417.11,27
ENSG00000101421.3,1
ENSG00000101439.8,145
ENSG00000101442.9,2
ENSG00000101444.12,115
ENSG00000101445.9,102
ENSG00000101457.12,65
ENSG00000101464.10,34
ENSG00000101473.16,54
ENSG00000101544.8,1
ENSG00000101546.12,30
ENSG00000101557.14,219
ENSG00000101558.13,732
ENSG00000101577.9,15
ENSG00000101596.14,38
ENSG00000101608.12,691
ENSG00000101624.10,21
ENSG00000101654.17,53
ENSG00000101745.15,22
ENSG00000101751.10,17
ENSG00000101752.11,17
ENSG00000101773.16,76
ENSG00000101782.14,40
ENSG00000101843.18,202
ENSG00000101844.17,5
ENSG00000101849.15,29
ENSG00000101856.9,339
ENSG00000101882.9,117
ENSG00000101888.11,29
ENSG00000101901.10,81
ENSG00000101935.9,7
ENSG00000101940.17,57
ENSG00000101951.16,28
ENSG00000101966.12,6
ENSG00000101972.18,69
ENSG00000101974.14,47
ENSG00000101997.12,4
ENSG00000102001.12,1
ENSG00000102007.10,155
ENSG00000102010.14,22
ENSG00000102030.15,143
ENSG00000102038.15,9
ENSG00000102054.17,59
ENSG00000102078.15,38
ENSG00000102096.9,27
ENSG00000102100.14,1
ENSG00000102103.15,64
ENSG00000102119.10,11
ENSG00000102144.13,1602
ENSG00000102145.13,143
ENSG00000102158.19,65
ENSG00000102172.15,183
ENSG00000102189.16,64
ENSG00000102225.15,13
ENSG00000102226.9,49
ENSG00000102241.11,31
ENSG00000102265.11,538
ENSG00000102287.16,18
ENSG00000102309.12,174
ENSG00000102316.16,133
ENSG00000102317.17,134
ENSG00000102384.13,9
ENSG00000102393.9,30
ENSG00000102401.19,38
ENSG00000102409.9,121
ENSG00000102471.13,121
ENSG00000102575.10,4
ENSG00000102580.14,85
ENSG00000102595.18,17
ENSG00000102699.5,7
ENSG00000102710.19,13
ENSG00000102738.7,28
ENSG00000102743.14,14
ENSG00000102755.10,1
ENSG00000102781.13,21
ENSG00000102804.14,23
ENSG00000102805.13,15
ENSG00000102870.5,3
ENSG00000102871.15,15
ENSG00000102882.11,12
ENSG00000102897.9,94
ENSG00000102898.11,206
ENSG00000102900.12,32
ENSG00000102901.12,28
ENSG00000102921.7,18
ENSG00000102967.11,1
ENSG00000102977.13,29
ENSG00000102978.12,57
ENSG00000103005.11,62
ENSG00000103018.16,385
ENSG00000103021.9,28
ENSG00000103024.7,11
ENSG00000103035.10,48
ENSG00000103037.11,29
ENSG00000103042.8,22
ENSG00000103051.18,23
ENSG00000103064.13,11
ENSG00000103091.14,23
ENSG00000103111.14,6
ENSG00000103121.8,383
ENSG00000103145.10,120
ENSG00000103152.11,124
ENSG00000103160.11,71
ENSG00000103174.11,20
ENSG00000103187.7,116
ENSG00000103194.15,1
ENSG00000103197.16,18
ENSG00000103202.12,35
ENSG00000103222.18,1
ENSG00000103245.13,17
ENSG00000103254.9,14
ENSG00000103257.8,73
ENSG00000103264.15,6
ENSG00000103274.10,21
ENSG00000103275.18,351
ENSG00000103335.19,13
ENSG00000103342.12,68
ENSG00000103353.15,18
ENSG00000103363.14,531
ENSG00000103365.15,12
ENSG00000103381.11,12
ENSG00000103415.11,37
ENSG00000103429.10,1
ENSG00000103485.17,318
ENSG00000103490.13,1
ENSG00000103496.14,7
ENSG00000103502.13,20
ENSG00000103507.13,150
ENSG00000103510.19,18
ENSG00000103522.15,5
ENSG00000103540.16,14
ENSG00000103544.14,10
ENSG00000103549.21,6
ENSG00000103550.13,32
ENSG00000103591.12,69
ENSG00000103599.19,9
ENSG00000103653.16,28
ENSG00000103707.9,22
ENSG00000103742.11,12
ENSG00000103769.9,468
ENSG00000103811.15,314
ENSG00000103852.12,24
ENSG00000103855.17,43
ENSG00000103876.11,88
ENSG00000103966.9,7
ENSG00000103978.15,150
ENSG00000103995.13,14
ENSG00000104047.14,73
ENSG00000104064.16,86
ENSG00000104093.13,43
ENSG00000104112.8,1
ENSG00000104129.9,40
ENSG00000104131.12,73
ENSG00000104133.14,65
ENSG00000104164.10,94
ENSG00000104218.13,16
ENSG00000104219.12,1
ENSG00000104228.12,14
ENSG00000104231.10,187
ENSG00000104312.7,41
ENSG00000104320.13,33
ENSG00000104324.15,22
ENSG00000104325.6,485
ENSG00000104341.16,456
ENSG00000104365.13,32
ENSG00000104388.14,147
ENSG00000104408.9,508
ENSG00000104412.7,73
ENSG00000104419.14,86
ENSG00000104427.11,53
ENSG00000104442.9,25
ENSG00000104472.9,107
ENSG00000104490.17,8
ENSG00000104517.12,54
ENSG00000104518.10,1
ENSG00000104522.15,8
ENSG00000104549.11,80
ENSG00000104613.11,27
ENSG00000104626.14,39
ENSG00000104635.13,28
ENSG00000104643.9,3
ENSG00000104660.17,217
ENSG00000104671.7,158
ENSG00000104679.10,23
ENSG00000104687.12,61
ENSG00000104691.14,93
ENSG00000104695.12,54
ENSG00000104723.20,234
ENSG00000104738.16,155
ENSG00000104756.15,8
ENSG00000104763.17,117
ENSG00000104765.14,411
ENSG00000104774.12,7
ENSG00000104783.11,18
ENSG00000104805.15,43
ENSG00000104808.7,31
ENSG00000104823.8,463
ENSG00000104824.16,48
ENSG00000104853.15,6
ENSG00000104856.13,68
ENSG00000104863.11,2
ENSG00000104872.10,247
ENSG00000104881.14,3
ENSG00000104883.7,13
ENSG00000104884.14,11
ENSG00000104886.9,39
ENSG00000104889.4,341
ENSG00000104897.9,7
ENSG00000104903.4,246
ENSG00000104904.12,1590
ENSG00000104907.12,5
ENSG00000104915.14,14
ENSG00000104936.17,1
ENSG00000104960.15,23
ENSG00000104964.14,11
ENSG00000104969.9,26
ENSG00000104973.14,3
ENSG00000104976.11,1
ENSG00000104979.8,136
ENSG00000104980.7,17
ENSG00000104983.8,11
ENSG00000104998.3,25
ENSG00000105011.8,147
ENSG00000105048.16,367
ENSG00000105053.10,27
ENSG00000105058.11,40
ENSG00000105085.10,4
ENSG00000105171.9,61
ENSG00000105173.13,15
ENSG00000105176.17,38
ENSG00000105185.11,608
ENSG00000105186.14,26
ENSG00000105193.8,1226
ENSG00000105197.10,78
ENSG00000105202.7,93
ENSG00000105220.14,204
ENSG00000105221.16,1
ENSG00000105223.18,79
ENSG00000105245.9,14
ENSG00000105246.5,26
ENSG00000105251.10,55
ENSG00000105254.11,123
ENSG00000105258.8,56
ENSG00000105281.12,124
ENSG00000105287.12,2
ENSG00000105290.11,6
ENSG00000105323.16,31
ENSG00000105327.15,3
ENSG00000105329.9,59
ENSG00000105341.18,47
ENSG00000105364.13,2
ENSG00000105372.6,2705
ENSG00000105373.18,66
ENSG00000105374.9,13
ENSG00000105379.9,137
ENSG00000105383.14,54
ENSG00000105393.15,56
ENSG00000105397.13,1
ENSG00000105401.6,54
ENSG00000105402.7,1
ENSG00000105404.10,146
ENSG00000105426.14,13
ENSG00000105427.9,36
ENSG00000105438.8,65
ENSG00000105443.13,33
ENSG00000105447.12,14
ENSG00000105464.3,1
ENSG00000105472.12,68
ENSG00000105483.16,19
ENSG00000105486.13,47
ENSG00000105492.15,10
ENSG00000105518.13,72
ENSG00000105552.14,56
ENSG00000105559.11,12
ENSG00000105568.17,162
ENSG00000105576.15,1
ENSG00000105583.9,249
ENSG00000105607.12,3
ENSG00000105612.8,40
ENSG00000105613.9,20
ENSG00000105618.13,8
ENSG00000105640.12,1969
ENSG00000105649.9,5
ENSG00000105655.18,234
ENSG00000105656.12,1
ENSG00000105669.12,556
ENSG00000105671.11,78
ENSG00000105677.11,160
ENSG00000105698.15,2
ENSG00000105699.16,106
ENSG00000105700.10,53
ENSG00000105701.15,22
ENSG00000105705.15,7
ENSG00000105726.16,6
ENSG00000105732.11,12
ENSG00000105737.9,3
ENSG00000105755.7,78
ENSG00000105778.17,65
ENSG00000105784.15,2
ENSG00000105793.15,31
ENSG00000105810.9,102
ENSG00000105819.13,216
ENSG00000105821.14,41
ENSG00000105829.11,271
ENSG00000105835.11,54
ENSG00000105849.5,93
ENSG00000105851.10,35
ENSG00000105854.12,26
ENSG00000105856.13,1
ENSG00000105879.11,4
ENSG00000105887.10,182
ENSG00000105889.14,20
ENSG00000105939.12,50
ENSG00000105953.14,26
ENSG00000105963.13,15
ENSG00000105968.18,667
ENSG00000105971.14,58
ENSG00000105983.19,72
ENSG00000105993.14,133
ENSG00000106009.15,15
ENSG00000106012.17,10
ENSG00000106028.10,762
ENSG00000106034.17,162
ENSG00000106049.8,97
ENSG00000106052.13,130
ENSG00000106070.17,21
ENSG00000106077.18,40
ENSG00000106080.10,67
ENSG00000106086.18,4
ENSG00000106105.13,307
ENSG00000106123.11,3
ENSG00000106153.12,2857
ENSG00000106211.8,482
ENSG00000106244.12,95
ENSG00000106245.9,16
ENSG00000106261.16,64
ENSG00000106263.17,48
ENSG00000106266.8,35
ENSG00000106268.15,70
ENSG00000106290.14,9
ENSG00000106299.7,22
ENSG00000106305.9,1
ENSG00000106333.12,31
ENSG00000106344.8,1
ENSG00000106348.16,7
ENSG00000106355.9,492
ENSG00000106366.8,13
ENSG00000106367.13,16
ENSG00000106392.10,20
ENSG00000106399.11,719
ENSG00000106400.11,123
ENSG00000106415.12,1
ENSG00000106443.14,1
ENSG00000106459.14,8
ENSG00000106460.18,34
ENSG00000106462.10,124
ENSG00000106477.18,20
ENSG00000106479.10,1
ENSG00000106524.8,69
ENSG00000106526.10,22
ENSG00000106537.7,84
ENSG00000106554.11,338
ENSG00000106588.10,2
ENSG00000106591.3,103
ENSG00000106603.17,303
ENSG00000106605.10,110
ENSG00000106609.16,53
ENSG00000106610.14,43
ENSG00000106615.9,317
ENSG00000106624.8,15
ENSG00000106628.10,217
ENSG00000106635.7,84
ENSG00000106636.7,58
ENSG00000106638.15,3
ENSG00000106682.14,141
ENSG00000106683.14,1
ENSG00000106692.13,3
ENSG00000106771.12,108
ENSG00000106785.14,2
ENSG00000106789.12,35
ENSG00000106799.12,28
ENSG00000106803.9,1079
ENSG00000106868.16,10
ENSG00000106948.16,1
ENSG00000106976.18,1
ENSG00000107020.9,66
ENSG00000107036.11,13
ENSG00000107099.15,14
ENSG00000107159.12,28
ENSG00000107164.15,28
ENSG00000107175.10,72
ENSG00000107223.12,1193
ENSG00000107262.16,38
ENSG00000107263.18,9
ENSG00000107281.9,14
ENSG00000107290.13,1
ENSG00000107317.11,23
ENSG00000107341.4,30
ENSG00000107371.12,52
ENSG00000107372.12,18
ENSG00000107438.8,155
ENSG00000107521.18,36
ENSG00000107537.13,74
ENSG00000107551.20,11
ENSG00000107560.10,50
ENSG00000107566.13,27
ENSG00000107581.12,60
ENSG00000107614.21,53
ENSG00000107625.12,62
ENSG00000107651.12,10
ENSG00000107672.14,26
ENSG00000107731.12,117
ENSG00000107738.19,107
ENSG00000107745.16,24
ENSG00000107758.15,34
ENSG00000107779.11,8
ENSG00000107789.15,28
ENSG00000107816.17,4
ENSG00000107833.10,19
ENSG00000107854.5,3
ENSG00000107872.12,28
ENSG00000107874.10,25
ENSG00000107902.13,20
ENSG00000107929.14,27
ENSG00000107937.18,65
ENSG00000107938.17,16
ENSG00000107949.16,37
ENSG00000107951.12,27
ENSG00000107960.10,43
ENSG00000108010.11,112
ENSG00000108039.17,7
ENSG00000108055.9,165
ENSG00000108061.11,6
ENSG00000108064.10,146
ENSG00000108094.14,21
ENSG00000108100.17,105
ENSG00000108106.13,159
ENSG00000108107.12,637
ENSG00000108175.16,47
ENSG00000108176.14,109
ENSG00000108179.13,114
ENSG00000108219.14,18
ENSG00000108256.8,1
ENSG00000108298.9,1548
ENSG00000108306.11,21
ENSG00000108344.14,39
ENSG00000108349.14,28
ENSG00000108384.14,320
ENSG00000108395.13,22
ENSG00000108405.3,54
ENSG00000108406.9,10
ENSG00000108423.14,1
ENSG00000108424.9,131
ENSG00000108433.15,1
ENSG00000108439.9,2
ENSG00000108465.14,88
ENSG00000108468.14,34
ENSG00000108479.11,71
ENSG00000108506.11,15
ENSG00000108515.17,39
ENSG00000108518.7,1534
ENSG00000108523.15,1
ENSG00000108528.13,65
ENSG00000108559.11,26
ENSG00000108561.8,374
ENSG00000108578.14,95
ENSG00000108582.11,35
ENSG00000108587.14,36
ENSG00000108588.13,122
ENSG00000108590.10,6
ENSG00000108592.16,6
ENSG00000108599.14,13
ENSG00000108604.15,36
ENSG00000108639.7,40
ENSG00000108641.14,14
ENSG00000108651.9,113
ENSG00000108654.11,219
ENSG00000108666.9,36
ENSG00000108669.16,28
ENSG00000108671.9,117
ENSG00000108679.12,16
ENSG00000108733.9,76
ENSG00000108773.10,25
ENSG00000108774.14,65
ENSG00000108788.11,21
ENSG00000108826.15,129
ENSG00000108828.15,27
ENSG00000108829.9,29
ENSG00000108840.15,3
ENSG00000108846.15,24
ENSG00000108848.15,20
ENSG00000108861.8,22
ENSG00000108883.12,171
ENSG00000108946.14,62
ENSG00000108953.16,18
ENSG00000108960.7,1
ENSG00000109016.17,51
ENSG00000109046.14,190
ENSG00000109062.9,13
ENSG00000109079.9,31
ENSG00000109083.13,5
ENSG00000109084.13,18
ENSG00000109099.13,81
ENSG00000109103.11,51
ENSG00000109107.13,49
ENSG00000109111.14,14
ENSG00000109133.12,69
ENSG00000109158.10,1
ENSG00000109171.14,4
ENSG00000109180.14,247
ENSG00000109184.14,55
ENSG00000109220.10,97
ENSG00000109255.11,787
ENSG00000109270.12,135
ENSG00000109321.10,17
ENSG00000109323.8,10
ENSG00000109332.19,214
ENSG00000109381.19,11
ENSG00000109390.11,341
ENSG00000109445.10,85
ENSG00000109466.13,100
ENSG00000109475.16,2487
ENSG00000109519.12,112
ENSG00000109534.16,32
ENSG00000109536.11,82
ENSG00000109572.13,128
ENSG00000109606.12,80
ENSG00000109618.11,4
ENSG00000109625.18,10
ENSG00000109674.3,12
ENSG00000109685.17,28
ENSG00000109689.14,16
ENSG00000109736.14,24
ENSG00000109756.8,16
ENSG00000109762.15,13
ENSG00000109775.10,44
ENSG00000109787.12,1
ENSG00000109790.16,20
ENSG00000109805.9,81
ENSG00000109814.11,72
ENSG00000109854.13,179
ENSG00000109861.15,353
ENSG00000109881.16,82
ENSG00000109911.17,87
ENSG00000109917.10,56
ENSG00000109919.9,83
ENSG00000109920.12,16
ENSG00000109929.9,49
ENSG00000109971.13,804
ENSG00000110002.15,38
ENSG00000110011.13,33
ENSG00000110013.12,23
ENSG00000110031.12,38
ENSG00000110046.12,14
ENSG00000110047.17,21
ENSG00000110048.11,84
ENSG00000110057.7,21
ENSG00000110063.8,17
ENSG00000110066.14,20
ENSG00000110074.10,54
ENSG00000110075.14,53
ENSG00000110077.14,31
ENSG00000110107.8,24
ENSG00000110108.9,33
ENSG00000110172.11,53
ENSG00000110315.6,26
ENSG00000110321.15,123
ENSG00000110330.8,7
ENSG00000110344.9,6
ENSG00000110367.11,4
ENSG00000110395.4,34
ENSG00000110422.11,32
ENSG00000110429.13,22
ENSG00000110442.11,15
ENSG00000110455.13,41
ENSG00000110492.15,1297
ENSG00000110514.18,42
ENSG00000110536.13,133
ENSG00000110583.12,18
ENSG00000110619.16,26
ENSG00000110628.13,18
ENSG00000110651.11,20
ENSG00000110696.9,360
ENSG00000110700.6,2427
ENSG00000110711.9,37
ENSG00000110713.15,39
ENSG00000110717.10,414
ENSG00000110719.9,11
ENSG00000110721.11,2
ENSG00000110756.17,2
ENSG00000110768.11,37
ENSG00000110801.13,52
ENSG00000110851.11,3
ENSG00000110852.4,179
ENSG00000110871.14,78
ENSG00000110876.9,10
ENSG00000110880.10,22
ENSG00000110906.12,20
ENSG00000110911.14,1
ENSG00000110917.7,99
ENSG00000110921.11,3
ENSG00000110944.8,383
ENSG00000110955.8,746
ENSG00000110958.15,637
ENSG00000110975.8,4
ENSG00000110987.8,2
ENSG00000111011.17,98
ENSG00000111057.10,682
ENSG00000111142.13,16
ENSG00000111144.9,13
ENSG00000111145.7,24
ENSG00000111196.9,88
ENSG00000111206.12,7
ENSG00000111229.15,1141
ENSG00000111231.8,173
ENSG00000111237.18,527
ENSG00000111247.14,394
ENSG00000111252.10,24
ENSG00000111275.12,33
ENSG00000111300.9,18
ENSG00000111321.10,19
ENSG00000111348.8,331
ENSG00000111358.13,24
ENSG00000111361.12,146
ENSG00000111364.15,19
ENSG00000111371.15,145
ENSG00000111412.5,23
ENSG00000111445.13,153
ENSG00000111481.9,286
ENSG00000111540.15,13
ENSG00000111581.9,81
ENSG00000111596.11,74
ENSG00000111602.11,8
ENSG00000111605.16,54
ENSG00000111615.12,12
ENSG00000111639.7,256
ENSG00000111640.14,42
ENSG00000111642.14,52
ENSG00000111644.7,35
ENSG00000111652.9,1
ENSG00000111653.19,22
ENSG00000111665.11,26
ENSG00000111666.10,25
ENSG00000111667.13,4
ENSG00000111669.14,1047
ENSG00000111670.14,53
ENSG00000111674.8,29
ENSG00000111678.10,230
ENSG00000111707.11,21
ENSG00000111711.9,59
ENSG00000111716.12,575
ENSG00000111725.10,30
ENSG00000111726.12,105
ENSG00000111731.12,47
ENSG00000111737.11,24
ENSG00000111752.10,6
ENSG00000111775.2,573
ENSG00000111786.8,1
ENSG00000111790.13,60
ENSG00000111802.13,71
ENSG00000111817.16,20
ENSG00000111832.12,32
ENSG00000111843.13,779
ENSG00000111845.4,70
ENSG00000111850.10,23
ENSG00000111863.12,15
ENSG00000111875.7,47
ENSG00000111879.18,38
ENSG00000111885.6,121
ENSG00000111897.6,51
ENSG00000111906.17,162
ENSG00000111907.20,191
ENSG00000111911.6,43
ENSG00000111912.18,20
ENSG00000111961.16,1
ENSG00000111981.4,8
ENSG00000112029.9,337
ENSG00000112031.15,38
ENSG00000112062.10,31
ENSG00000112077.15,313
ENSG00000112078.13,61
ENSG00000112079.8,18
ENSG00000112081.16,207
ENSG00000112096.16,107
ENSG00000112110.9,477
ENSG00000112118.17,132
ENSG00000112130.16,4
ENSG00000112137.16,37
ENSG00000112146.16,71
ENSG00000112149.9,9
ENSG00000112159.11,17
ENSG00000112167.9,68
ENSG00000112200.16,18
ENSG00000112208.11,43
ENSG00000112234.8,21
ENSG00000112237.12,114
ENSG00000112242.14,50
ENSG00000112245.9,113
ENSG00000112249.13,4
ENSG00000112282.17,9
ENSG00000112290.12,11
ENSG00000112294.12,20
ENSG00000112304.10,83
ENSG00000112306.7,1298
ENSG00000112308.12,11
ENSG00000112312.9,498
ENSG00000112335.14,488
ENSG00000112339.14,75
ENSG00000112343.10,24
ENSG00000112357.12,29
ENSG00000112365.4,54
ENSG00000112367.10,13
ENSG00000112406.4,19
ENSG00000112419.14,28
ENSG00000112425.13,14
ENSG00000112514.15,165
ENSG00000112531.16,16
ENSG00000112576.12,31
ENSG00000112584.13,7
ENSG00000112624.12,4
ENSG00000112640.14,2
ENSG00000112651.11,48
ENSG00000112667.12,194
ENSG00000112695.11,1543
ENSG00000112697.15,46
ENSG00000112701.17,1
ENSG00000112715.20,112
ENSG00000112739.16,43
ENSG00000112742.9,34
ENSG00000112759.16,24
ENSG00000112763.15,35
ENSG00000112812.15,69
ENSG00000112851.14,79
ENSG00000112855.14,24
ENSG00000112902.11,1
ENSG00000112977.15,239
ENSG00000112983.17,29
ENSG00000112992.16,20
ENSG00000112996.9,121
ENSG00000113013.12,397
ENSG00000113048.16,29
ENSG00000113068.9,70
ENSG00000113119.12,12
ENSG00000113140.10,47
ENSG00000113141.15,200
ENSG00000113161.15,51
ENSG00000113194.12,58
ENSG00000113231.13,13
ENSG00000113240.12,19
ENSG00000113269.13,86
ENSG00000113272.13,14
ENSG00000113282.13,43
ENSG00000113300.11,56
ENSG00000113312.10,215
ENSG00000113328.18,217
ENSG00000113360.16,8
ENSG00000113368.11,2
ENSG00000113369.8,36
ENSG00000113384.13,53
ENSG00000113387.11,857
ENSG00000113407.13,367
ENSG00000113441.15,25
ENSG00000113456.18,78
ENSG00000113460.12,177
